team_game_id,game_id,team,toi,cf,ca,gf,ga,is_home,season
2788,1394,Minnesota Wild,60,61,59,3,1,0,2425
2789,1395,St Louis Blues,60,34,67,4,3,1,2425
2790,1395,Carolina Hurricanes,60,67,34,3,4,0,2425
2791,1396,Chicago Blackhawks,60,60,54,2,4,1,2425
2792,1396,Buffalo Sabres,60,54,60,4,2,0,2425
2793,1397,Utah Hockey Club,62.76666667,70,43,2,1,1,2425
2794,1397,Boston Bruins,62.76666667,43,70,1,2,0,2425
2795,1398,Seattle Kraken,60.8,58,60,2,1,1,2425
2796,1398,Calgary Flames,60.8,60,58,1,2,0,2425
2797,1399,Winnipeg Jets,60,62,86,6,3,1,2425
2798,1399,Pittsburgh Penguins,60,86,62,3,6,0,2425
2799,1400,San Jose Sharks,60,63,48,1,4,1,2425
2800,1400,Colorado Avalanche,60,48,63,4,1,0,2425
2801,1401,Anaheim Ducks,60,37,72,1,4,1,2425
2802,1401,Los Angeles Kings,60,72,37,4,1,0,2425
2803,1402,Toronto Maple Leafs,60,67,66,5,2,1,2425
2804,1402,Tampa Bay Lightning,60,66,67,2,5,0,2425
2805,1403,Philadelphia Flyers,60,46,56,1,4,1,2425
2806,1403,Washington Capitals,60,56,46,4,1,0,2425
2807,1404,Florida Panthers,60,60,45,1,5,1,2425
2808,1404,Minnesota Wild,60,45,60,5,1,0,2425
2809,1405,New Jersey Devils,60,63,58,5,8,1,2425
2810,1405,Tampa Bay Lightning,60,58,63,8,5,0,2425
2811,1406,Buffalo Sabres,60,55,73,4,2,1,2425
2812,1406,Dallas Stars,60,73,55,2,4,0,2425
2813,1407,Montreal Canadiens,60,50,81,2,7,1,2425
2814,1407,New York Rangers,60,81,50,7,2,0,2425
2815,1408,Columbus Blue Jackets,60,71,58,6,2,1,2425
2816,1408,Toronto Maple Leafs,60,58,71,2,6,0,2425
2817,1409,New York Islanders,60,66,28,0,1,1,2425
2818,1409,Detroit Red Wings,60,28,66,1,0,0,2425
2819,1410,St Louis Blues,60,60,63,2,3,1,2425
2820,1410,Winnipeg Jets,60,63,60,3,2,0,2425
2821,1411,Chicago Blackhawks,60,58,56,3,6,1,2425
2822,1411,Vancouver Canucks,60,56,58,6,3,0,2425
2823,1412,Nashville Predators,60,75,55,4,0,1,2425
2824,1412,Boston Bruins,60,55,75,0,4,0,2425
2825,1413,Calgary Flames,65,62,66,3,3,1,2425
2826,1413,Pittsburgh Penguins,65,66,62,3,3,0,2425
2827,1414,Edmonton Oilers,64.88333333,58,66,2,3,1,2425
2828,1414,Carolina Hurricanes,64.88333333,66,58,3,2,0,2425
2829,1415,Utah Hockey Club,60,72,46,0,4,1,2425
2830,1415,Ottawa Senators,60,46,72,4,0,0,2425
2831,1416,Anaheim Ducks,60,75,76,3,1,1,2425
2832,1416,San Jose Sharks,60,76,75,1,3,0,2425
2833,1417,Seattle Kraken,60,73,60,2,3,1,2425
2834,1417,Colorado Avalanche,60,60,73,3,2,0,2425
2835,1418,Vegas Golden Knights,60,53,79,6,1,1,2425
2836,1418,Los Angeles Kings,60,79,53,1,6,0,2425
2837,1419,Washington Capitals,60,53,57,6,3,1,2425
2838,1419,Philadelphia Flyers,60,57,53,3,6,0,2425
2839,1420,Boston Bruins,60,57,55,2,5,1,2425
2840,1420,Dallas Stars,60,55,57,5,2,0,2425
2841,1421,Toronto Maple Leafs,60,85,43,1,5,1,2425
2842,1421,St Louis Blues,60,43,85,5,1,0,2425
2843,1422,Detroit Red Wings,60,48,82,5,3,1,2425
2844,1422,New Jersey Devils,60,82,48,3,5,0,2425
2845,1423,Tampa Bay Lightning,60,55,46,2,4,1,2425
2846,1423,Minnesota Wild,60,46,55,4,2,0,2425
2847,1424,New York Rangers,60,52,58,1,3,1,2425
2848,1424,Florida Panthers,60,58,52,3,1,0,2425
2849,1425,Calgary Flames,60,59,81,2,4,1,2425
2850,1425,Carolina Hurricanes,60,81,59,4,2,0,2425
2851,1426,Utah Hockey Club,60,59,42,1,5,1,2425
2852,1426,Colorado Avalanche,60,42,59,5,1,0,2425
2853,1427,Seattle Kraken,61.43333333,62,56,3,4,1,2425
2854,1427,Winnipeg Jets,61.43333333,56,62,4,3,0,2425
2855,1428,Los Angeles Kings,60,56,62,3,2,1,2425
2856,1428,San Jose Sharks,60,62,56,2,3,0,2425
2857,1429,Vegas Golden Knights,60,58,69,6,4,1,2425
2858,1429,Ottawa Senators,60,69,58,4,6,0,2425
2859,1430,New Jersey Devils,61.15,68,56,3,4,1,2425
2860,1430,New York Islanders,61.15,56,68,4,3,0,2425
2861,1431,Chicago Blackhawks,60,61,64,2,3,1,2425
2862,1431,Nashville Predators,60,64,61,3,2,0,2425
2863,1432,Edmonton Oilers,60,90,56,4,0,1,2425
2864,1432,Pittsburgh Penguins,60,56,90,0,4,0,2425
2865,1433,Buffalo Sabres,60,69,53,5,3,1,2425
2866,1433,Detroit Red Wings,60,53,69,3,5,0,2425
2867,1434,Philadelphia Flyers,60,48,66,7,5,1,2425
2868,1434,Minnesota Wild,60,66,48,5,7,0,2425
2869,1435,Los Angeles Kings,60,46,56,3,2,1,2425
2870,1435,Utah Hockey Club,60,56,46,2,3,0,2425
2871,1436,Boston Bruins,62.43333333,65,59,4,3,1,2425
2872,1436,Toronto Maple Leafs,62.43333333,59,65,3,4,0,2425
2873,1437,Montreal Canadiens,60,58,70,5,2,1,2425
2874,1437,St Louis Blues,60,70,58,2,5,0,2425
2875,1438,Tampa Bay Lightning,60,53,66,3,0,1,2425
2876,1438,Washington Capitals,60,66,53,0,3,0,2425
2877,1439,New York Rangers,60,72,62,2,1,1,2425
2878,1439,Anaheim Ducks,60,62,72,1,2,0,2425
2879,1440,Calgary Flames,60,74,65,3,5,1,2425
2880,1440,Winnipeg Jets,60,65,74,5,3,0,2425
2881,1441,New York Islanders,60,60,58,3,6,1,2425
2882,1441,Florida Panthers,60,58,60,6,3,0,2425
2883,1442,Nashville Predators,61.73333333,68,54,4,3,1,2425
2884,1442,Columbus Blue Jackets,61.73333333,54,68,3,4,0,2425
2885,1443,Dallas Stars,60,68,56,4,2,1,2425
2886,1443,Chicago Blackhawks,60,56,68,2,4,0,2425
2887,1444,Vancouver Canucks,60,62,49,4,3,1,2425
2888,1444,Pittsburgh Penguins,60,49,62,3,4,0,2425
2889,1445,Vegas Golden Knights,60,74,56,7,3,1,2425
2890,1445,San Jose Sharks,60,56,74,3,7,0,2425
2891,1446,Seattle Kraken,60,34,93,1,4,1,2425
2892,1446,Carolina Hurricanes,60,93,34,4,1,0,2425
2893,1447,Detroit Red Wings,60.3,51,70,2,3,1,2425
2894,1447,Edmonton Oilers,60.3,70,51,3,2,0,2425
2895,1448,New Jersey Devils,60,64,48,6,2,1,2425
2896,1448,Anaheim Ducks,60,48,64,2,6,0,2425
2897,1449,Philadelphia Flyers,60,67,50,3,4,1,2425
2898,1449,Montreal Canadiens,60,50,67,4,3,0,2425
2899,1450,Colorado Avalanche,60,74,56,5,4,1,2425
2900,1450,Ottawa Senators,60,56,74,4,5,0,2425
2901,1451,Buffalo Sabres,60,54,53,2,5,1,2425
2902,1451,Florida Panthers,60,53,54,5,2,0,2425
2903,1452,Tampa Bay Lightning,63.36666667,65,59,3,2,1,2425
2904,1452,Nashville Predators,63.36666667,59,65,2,3,0,2425
2905,1453,Columbus Blue Jackets,60,48,63,6,1,1,2425
2906,1453,Edmonton Oilers,60,63,48,1,6,0,2425
2907,1454,Winnipeg Jets,60,55,61,4,6,1,2425
2908,1454,Toronto Maple Leafs,60,61,55,6,4,0,2425
2909,1455,Colorado Avalanche,60,56,52,2,5,1,2425
2910,1455,Chicago Blackhawks,60,52,56,5,2,0,2425
2911,1456,Utah Hockey Club,61.43333333,56,80,4,5,1,2425
2912,1456,San Jose Sharks,61.43333333,80,56,5,4,0,2425
2913,1457,Vancouver Canucks,60.78333333,50,51,3,4,1,2425
2914,1457,Carolina Hurricanes,60.78333333,51,50,4,3,0,2425
2915,1458,Vegas Golden Knights,60,69,59,5,0,1,2425
2916,1458,Calgary Flames,60,59,69,0,5,0,2425
2917,1459,Boston Bruins,60,73,46,0,2,1,2425
2918,1459,Philadelphia Flyers,60,46,73,2,0,0,2425
2919,1460,Montreal Canadiens,60,72,44,2,8,1,2425
2920,1460,Seattle Kraken,60,44,72,8,2,0,2425
2921,1461,Ottawa Senators,60,64,57,8,1,1,2425
2922,1461,St Louis Blues,60,57,64,1,8,0,2425
2923,1462,Washington Capitals,60,84,49,5,3,1,2425
2924,1462,New York Rangers,60,49,84,3,5,0,2425
2925,1463,New York Islanders,60,91,50,1,3,1,2425
2926,1463,Anaheim Ducks,60,50,91,3,1,0,2425
2927,1464,Pittsburgh Penguins,60,53,68,3,5,1,2425
2928,1464,Minnesota Wild,60,68,53,5,3,0,2425
2929,1465,San Jose Sharks,60,48,74,4,2,1,2425
2930,1465,Los Angeles Kings,60,74,48,2,4,0,2425
2931,1466,Columbus Blue Jackets,60,52,75,2,0,1,2425
2932,1466,New York Islanders,60,75,52,0,2,0,2425
2933,1467,Detroit Red Wings,60,51,51,2,6,1,2425
2934,1467,Winnipeg Jets,60,51,51,6,2,0,2425
2935,1468,Colorado Avalanche,60,69,46,2,5,1,2425
2936,1468,Tampa Bay Lightning,60,46,69,5,2,0,2425
2937,1469,Utah Hockey Club,60,67,51,5,1,1,2425
2938,1469,Calgary Flames,60,51,67,1,5,0,2425
2939,1470,Vancouver Canucks,60,55,55,0,6,1,2425
2940,1470,New Jersey Devils,60,55,55,6,0,0,2425
2941,1471,Los Angeles Kings,60,49,53,6,3,1,2425
2942,1471,Vegas Golden Knights,60,53,49,3,6,0,2425
2943,1472,Toronto Maple Leafs,60,62,52,4,1,1,2425
2944,1472,Seattle Kraken,60,52,62,1,4,0,2425
2945,1473,Philadelphia Flyers,60,51,66,2,1,1,2425
2946,1473,St Louis Blues,60,66,51,1,2,0,2425
2947,1474,Pittsburgh Penguins,62.58333333,97,51,2,1,1,2425
2948,1474,Anaheim Ducks,62.58333333,51,97,1,2,0,2425
2949,1475,Washington Capitals,60,85,50,6,3,1,2425
2950,1475,Montreal Canadiens,60,50,85,3,6,0,2425
2951,1476,Carolina Hurricanes,60,66,33,8,2,1,2425
2952,1476,Boston Bruins,60,33,66,2,8,0,2425
2953,1477,Nashville Predators,60,57,54,1,5,1,2425
2954,1477,Edmonton Oilers,60,54,57,5,1,0,2425
2955,1478,San Jose Sharks,60,48,73,3,2,1,2425
2956,1478,Chicago Blackhawks,60,73,48,2,3,0,2425
2957,1479,Dallas Stars,60,63,57,4,6,1,2425
2958,1479,Florida Panthers,60,57,63,6,4,0,2425
2959,1480,Buffalo Sabres,60,73,56,3,4,1,2425
2960,1480,New York Islanders,60,56,73,4,3,0,2425
2961,1481,New York Rangers,60,34,89,2,1,1,2425
2962,1481,Ottawa Senators,60,89,34,1,2,0,2425
2963,1482,Columbus Blue Jackets,60,45,72,2,6,1,2425
2964,1482,Winnipeg Jets,60,72,45,6,2,0,2425
2965,1483,Minnesota Wild,60,53,57,5,3,1,2425
2966,1483,Tampa Bay Lightning,60,57,53,3,5,0,2425
2967,1484,Calgary Flames,60,59,49,3,0,1,2425
2968,1484,New Jersey Devils,60,49,59,0,3,0,2425
2969,1485,Florida Panthers,60,38,61,4,2,1,2425
2970,1485,Dallas Stars,60,61,38,2,4,0,2425
2971,1486,Philadelphia Flyers,60,47,66,0,3,1,2425
2972,1486,Boston Bruins,60,66,47,3,0,0,2425
2973,1487,Los Angeles Kings,65,73,43,3,3,1,2425
2974,1487,Chicago Blackhawks,65,43,73,3,3,0,2425
2975,1488,Washington Capitals,60,46,87,7,2,1,2425
2976,1488,Columbus Blue Jackets,60,87,46,2,7,0,2425
2977,1489,Ottawa Senators,60,54,55,3,0,1,2425
2978,1489,Seattle Kraken,60,55,54,0,3,0,2425
2979,1490,Detroit Red Wings,60,57,71,2,1,1,2425
2980,1490,Buffalo Sabres,60,71,57,1,2,0,2425
2981,1491,Pittsburgh Penguins,60,63,56,3,1,1,2425
2982,1491,Montreal Canadiens,60,56,63,1,3,0,2425
2983,1492,St Louis Blues,60,46,69,4,2,1,2425
2984,1492,Toronto Maple Leafs,60,69,46,2,4,0,2425
2985,1493,Nashville Predators,60,56,66,5,2,1,2425
2986,1493,Colorado Avalanche,60,66,56,2,5,0,2425
2987,1494,Vegas Golden Knights,62.25,57,51,4,3,1,2425
2988,1494,Utah Hockey Club,62.25,51,57,3,4,0,2425
2989,1495,San Jose Sharks,60,49,71,2,3,1,2425
2990,1495,Vancouver Canucks,60,71,49,3,2,0,2425
2991,1496,New York Rangers,60,56,68,5,2,1,2425
2992,1496,New York Islanders,60,68,56,2,5,0,2425
2993,1497,Winnipeg Jets,60,51,56,7,4,1,2425
2994,1497,Tampa Bay Lightning,60,56,51,4,7,0,2425
2995,1498,Boston Bruins,60,69,66,2,0,1,2425
2996,1498,Seattle Kraken,60,66,69,0,2,0,2425
2997,1499,Carolina Hurricanes,60,77,44,4,2,1,2425
2998,1499,Washington Capitals,60,44,77,2,4,0,2425
2999,1500,Minnesota Wild,62.23333333,72,48,2,1,1,2425
3000,1500,Toronto Maple Leafs,62.23333333,48,72,1,2,0,2425
3001,1501,Calgary Flames,60,71,53,2,4,1,2425
3002,1501,Edmonton Oilers,60,53,71,4,2,0,2425
3003,1502,Anaheim Ducks,60,93,47,2,4,1,2425
3004,1502,Chicago Blackhawks,60,47,93,4,2,0,2425
3005,1503,Nashville Predators,60,39,55,0,3,1,2425
3006,1503,Los Angeles Kings,60,55,39,3,0,0,2425
3007,1504,Edmonton Oilers,60,60,31,0,3,1,2425
3008,1504,New Jersey Devils,60,31,60,3,0,0,2425
3009,1505,Buffalo Sabres,60,57,67,5,1,1,2425
3010,1505,Ottawa Senators,60,67,57,1,5,0,2425
3011,1506,Toronto Maple Leafs,60,48,57,4,0,1,2425
3012,1506,Boston Bruins,60,57,48,0,4,0,2425
3013,1507,Montreal Canadiens,60.11666667,61,76,2,3,1,2425
3014,1507,Calgary Flames,60.11666667,76,61,3,2,0,2425
3015,1508,Carolina Hurricanes,60,86,36,6,4,1,2425
3016,1508,Philadelphia Flyers,60,36,86,4,6,0,2425
3017,1509,New York Islanders,65,55,65,3,3,1,2425
3018,1509,Pittsburgh Penguins,65,65,55,3,3,0,2425
3019,1510,St Louis Blues,60,43,61,3,2,1,2425
3020,1510,Tampa Bay Lightning,60,61,43,2,3,0,2425
3021,1511,Minnesota Wild,60,45,58,1,5,1,2425
3022,1511,Los Angeles Kings,60,58,45,5,1,0,2425
3023,1512,Winnipeg Jets,60,45,52,3,0,1,2425
3024,1512,Utah Hockey Club,60,52,45,0,3,0,2425
3025,1513,Colorado Avalanche,60,73,56,6,3,1,2425
3026,1513,Seattle Kraken,60,56,73,3,6,0,2425
3027,1514,Anaheim Ducks,60,41,72,1,5,1,2425
3028,1514,Vancouver Canucks,60,72,41,5,1,0,2425
3029,1515,San Jose Sharks,63.18333333,51,88,2,1,1,2425
3030,1515,Columbus Blue Jackets,63.18333333,88,51,1,2,0,2425
3031,1516,Washington Capitals,60,72,77,3,2,1,2425
3032,1516,Nashville Predators,60,77,72,2,3,0,2425
3033,1517,Chicago Blackhawks,60,58,55,1,4,1,2425
3034,1517,Detroit Red Wings,60,55,58,4,1,0,2425
3035,1518,Edmonton Oilers,60,58,53,2,4,1,2425
3036,1518,Vegas Golden Knights,60,53,58,4,2,0,2425
3037,1519,Boston Bruins,64.66666667,65,61,4,3,1,2425
3038,1519,Calgary Flames,64.66666667,61,65,3,4,0,2425
3039,1520,Ottawa Senators,60,69,45,2,4,1,2425
3040,1520,New York Islanders,60,45,69,4,2,0,2425
3041,1521,Tampa Bay Lightning,65,60,55,1,1,1,2425
3042,1521,Philadelphia Flyers,65,55,60,1,1,0,2425
3043,1522,Florida Panthers,60,67,48,6,2,1,2425
3044,1522,Nashville Predators,60,48,67,2,6,0,2425
3045,1523,New Jersey Devils,60,53,54,5,3,1,2425
3046,1523,Montreal Canadiens,60,54,53,3,5,0,2425
3047,1524,New York Rangers,60,66,39,1,6,1,2425
3048,1524,Buffalo Sabres,60,39,66,6,1,0,2425
3049,1525,Carolina Hurricanes,60,43,75,5,1,1,2425
3050,1525,Pittsburgh Penguins,60,75,43,1,5,0,2425
3051,1526,St Louis Blues,60,41,64,2,4,1,2425
3052,1526,Utah Hockey Club,60,64,41,4,2,0,2425
3053,1527,Dallas Stars,60,79,47,3,1,1,2425
3054,1527,Chicago Blackhawks,60,47,79,1,3,0,2425
3055,1528,Winnipeg Jets,60,55,73,1,0,1,2425
3056,1528,Colorado Avalanche,60,73,55,0,1,0,2425
3057,1529,Los Angeles Kings,60,65,65,2,4,1,2425
3058,1529,Vancouver Canucks,60,65,65,4,2,0,2425
3059,1530,San Jose Sharks,60,49,62,2,5,1,2425
3060,1530,Minnesota Wild,60,62,49,5,2,0,2425
3061,1531,Toronto Maple Leafs,60,50,56,3,1,1,2425
3062,1531,Detroit Red Wings,60,56,50,1,3,0,2425
3063,1532,Washington Capitals,60,71,64,2,4,1,2425
3064,1532,Pittsburgh Penguins,60,64,71,4,2,0,2425
3065,1533,Anaheim Ducks,60,86,58,2,5,1,2425
3066,1533,Minnesota Wild,60,58,86,5,2,0,2425
3067,1534,Seattle Kraken,60.48333333,53,52,4,3,1,2425
3068,1534,Vegas Golden Knights,60.48333333,52,53,3,4,0,2425
3069,1535,Buffalo Sabres,65,51,62,2,2,1,2425
3070,1535,Calgary Flames,65,62,51,2,2,0,2425
3071,1536,Florida Panthers,65,69,55,3,3,1,2425
3072,1536,Philadelphia Flyers,65,55,69,3,3,0,2425
3073,1537,Boston Bruins,60.35,37,66,2,3,1,2425
3074,1537,Ottawa Senators,60.35,66,37,3,2,0,2425
3075,1538,Toronto Maple Leafs,60,44,59,4,1,1,2425
3076,1538,Montreal Canadiens,60,59,44,1,4,0,2425
3077,1539,Detroit Red Wings,60,83,50,0,4,1,2425
3078,1539,New York Rangers,60,50,83,4,0,0,2425
3079,1540,St Louis Blues,60,56,50,1,8,1,2425
3080,1540,Washington Capitals,60,50,56,8,1,0,2425
3081,1541,Winnipeg Jets,60,50,72,4,1,1,2425
3082,1541,Dallas Stars,60,72,50,1,4,0,2425
3083,1542,New York Islanders,62.58333333,47,63,3,4,1,2425
3084,1542,New Jersey Devils,62.58333333,63,47,4,3,0,2425
3085,1543,Nashville Predators,60,41,58,4,0,1,2425
3086,1543,Utah Hockey Club,60,58,41,0,4,0,2425
3087,1544,Colorado Avalanche,60,56,59,6,4,1,2425
3088,1544,Carolina Hurricanes,60,59,56,4,6,0,2425
3089,1545,Los Angeles Kings,60,52,60,5,2,1,2425
3090,1545,Columbus Blue Jackets,60,60,52,2,5,0,2425
3091,1546,Vancouver Canucks,60,40,57,3,7,1,2425
3092,1546,Edmonton Oilers,60,57,40,7,3,0,2425
3093,1547,New Jersey Devils,60,84,55,0,1,1,2425
3094,1547,San Jose Sharks,60,55,84,1,0,0,2425
3095,1548,Chicago Blackhawks,61.83333333,41,61,2,1,1,2425
3096,1548,Minnesota Wild,61.83333333,61,41,1,2,0,2425
3097,1549,Anaheim Ducks,60,60,85,4,2,1,2425
3098,1549,Columbus Blue Jackets,60,85,60,2,4,0,2425
3099,1550,Buffalo Sabres,60,45,47,5,7,1,2425
3100,1550,Montreal Canadiens,60,47,45,7,5,0,2425
3101,1551,Philadelphia Flyers,65,80,50,3,3,1,2425
3102,1551,San Jose Sharks,65,50,80,3,3,0,2425
3103,1552,Pittsburgh Penguins,60,38,67,1,7,1,2425
3104,1552,Dallas Stars,60,67,38,7,1,0,2425
3105,1553,Calgary Flames,60,60,80,3,1,1,2425
3106,1553,Los Angeles Kings,60,80,60,1,3,0,2425
3107,1554,Colorado Avalanche,62.78333333,67,63,3,2,1,2425
3108,1554,Nashville Predators,62.78333333,63,67,2,3,0,2425
3109,1555,Vegas Golden Knights,60,55,71,2,5,1,2425
3110,1555,Carolina Hurricanes,60,71,55,5,2,0,2425
3111,1556,Toronto Maple Leafs,60,55,69,0,3,1,2425
3112,1556,Ottawa Senators,60,69,55,3,0,0,2425
3113,1557,Florida Panthers,60,78,47,1,4,1,2425
3114,1557,New Jersey Devils,60,47,78,4,1,0,2425
3115,1558,New York Rangers,60,68,54,3,6,1,2425
3116,1558,Winnipeg Jets,60,54,68,6,3,0,2425
3117,1559,St Louis Blues,60,42,59,2,3,1,2425
3118,1559,Boston Bruins,60,59,42,3,2,0,2425
3119,1560,Edmonton Oilers,61.86666667,82,46,4,3,1,2425
3120,1560,New York Islanders,61.86666667,46,82,3,4,0,2425
3121,1561,Vancouver Canucks,60,52,55,3,1,1,2425
3122,1561,Calgary Flames,60,55,52,1,3,0,2425
3123,1562,Seattle Kraken,60,59,77,5,2,1,2425
3124,1562,Columbus Blue Jackets,60,77,59,2,5,0,2425
3125,1563,Pittsburgh Penguins,61.5,81,58,2,3,1,2425
3126,1563,Detroit Red Wings,61.5,58,81,3,2,0,2425
3127,1564,Washington Capitals,64.21666667,61,62,3,4,1,2425
3128,1564,Toronto Maple Leafs,64.21666667,62,61,4,3,0,2425
3129,1565,Utah Hockey Club,60,47,99,4,1,1,2425
3130,1565,Carolina Hurricanes,60,99,47,1,4,0,2425
3131,1566,Colorado Avalanche,60,59,39,4,2,1,2425
3132,1566,Los Angeles Kings,60,39,59,2,4,0,2425
3133,1567,Anaheim Ducks,60,66,72,2,3,1,2425
3134,1567,Vegas Golden Knights,60,72,66,3,2,0,2425
3135,1568,Buffalo Sabres,61.55,66,52,4,3,1,2425
3136,1568,St Louis Blues,61.55,52,66,3,4,0,2425
3137,1569,Ottawa Senators,64.08333333,81,38,4,5,1,2425
3138,1569,Philadelphia Flyers,64.08333333,38,81,5,4,0,2425
3139,1570,Tampa Bay Lightning,60,57,61,4,1,1,2425
3140,1570,Winnipeg Jets,60,61,57,1,4,0,2425
3141,1571,Florida Panthers,60,59,50,2,6,1,2425
3142,1571,New Jersey Devils,60,50,59,6,2,0,2425
3143,1572,New York Rangers,60,68,53,3,2,1,2425
3144,1572,San Jose Sharks,60,53,68,2,3,0,2425
3145,1573,Dallas Stars,60,56,50,7,2,1,2425
3146,1573,Boston Bruins,60,50,56,2,7,0,2425
3147,1574,Minnesota Wild,60,50,50,3,0,1,2425
3148,1574,Montreal Canadiens,60,50,50,0,3,0,2425
3149,1575,Edmonton Oilers,62.55,53,40,3,2,1,2425
3150,1575,Nashville Predators,62.55,40,53,2,3,0,2425
3151,1576,Vancouver Canucks,60,57,57,2,5,1,2425
3152,1576,New York Islanders,60,57,57,5,2,0,2425
3153,1577,Seattle Kraken,60,66,41,3,1,1,2425
3154,1577,Chicago Blackhawks,60,41,66,1,3,0,2425
3155,1578,Columbus Blue Jackets,60,77,71,6,2,1,2425
3156,1578,Pittsburgh Penguins,60,71,77,2,6,0,2425
3157,1579,Colorado Avalanche,60,64,45,2,5,1,2425
3158,1579,Washington Capitals,60,45,64,5,2,0,2425
3159,1580,Calgary Flames,60,72,66,2,0,1,2425
3160,1580,Nashville Predators,60,66,72,0,2,0,2425
3161,1581,Utah Hockey Club,60,78,46,2,4,1,2425
3162,1581,Vegas Golden Knights,60,46,78,4,2,0,2425
3163,1582,Anaheim Ducks,60,58,57,6,4,1,2425
3164,1582,Detroit Red Wings,60,57,58,4,6,0,2425
3165,1583,Boston Bruins,62.88333333,42,63,2,3,1,2425
3166,1583,St Louis Blues,62.88333333,63,42,3,2,0,2425
3167,1584,Seattle Kraken,60,62,55,3,2,1,2425
3168,1584,New York Islanders,60,55,62,2,3,0,2425
3169,1585,Toronto Maple Leafs,60.66666667,55,74,4,3,1,2425
3170,1585,Edmonton Oilers,60.66666667,74,55,3,4,0,2425
3171,1586,Montreal Canadiens,60,48,54,5,1,1,2425
3172,1586,Columbus Blue Jackets,60,54,48,1,5,0,2425
3173,1587,Tampa Bay Lightning,60,54,60,4,0,1,2425
3174,1587,New Jersey Devils,60,60,54,0,4,0,2425
3175,1588,Florida Panthers,60,55,43,5,0,1,2425
3176,1588,Winnipeg Jets,60,43,55,0,5,0,2425
3177,1589,Philadelphia Flyers,60,54,63,5,2,1,2425
3178,1589,Buffalo Sabres,60,63,54,2,5,0,2425
3179,1590,Pittsburgh Penguins,65,82,53,3,3,1,2425
3180,1590,San Jose Sharks,65,53,82,3,3,0,2425
3181,1591,Carolina Hurricanes,60,64,47,4,0,1,2425
3182,1591,Ottawa Senators,60,47,64,0,4,0,2425
3183,1592,Minnesota Wild,60,62,66,1,2,1,2425
3184,1592,Dallas Stars,60,66,62,2,1,0,2425
3185,1593,Los Angeles Kings,60,77,57,4,1,1,2425
3186,1593,Detroit Red Wings,60,57,77,1,4,0,2425
3187,1594,Vancouver Canucks,60,70,47,4,1,1,2425
3188,1594,Chicago Blackhawks,60,47,70,1,4,0,2425
3189,1595,Carolina Hurricanes,60,71,44,4,1,1,2425
3190,1595,St Louis Blues,60,44,71,1,4,0,2425
3191,1596,Vancouver Canucks,60,59,55,3,5,1,2425
3192,1596,Nashville Predators,60,55,59,5,3,0,2425
3193,1597,Vegas Golden Knights,60,84,61,2,5,1,2425
3194,1597,Washington Capitals,60,61,84,5,2,0,2425
3195,1598,Seattle Kraken,60,61,57,0,2,1,2425
3196,1598,New York Rangers,60,57,61,2,0,0,2425
3197,1599,Boston Bruins,60,65,45,1,5,1,2425
3198,1599,Columbus Blue Jackets,60,45,65,5,1,0,2425
3199,1600,Philadelphia Flyers,60,54,68,2,3,1,2425
3200,1600,Colorado Avalanche,60,68,54,3,2,0,2425
3201,1601,Montreal Canadiens,60,60,55,3,0,1,2425
3202,1601,Edmonton Oilers,60,55,60,0,3,0,2425
3203,1602,Dallas Stars,60,85,48,2,4,1,2425
3204,1602,Anaheim Ducks,60,48,85,4,2,0,2425
3205,1603,Utah Hockey Club,60,71,36,2,6,1,2425
3206,1603,Washington Capitals,60,36,71,6,2,0,2425
3207,1604,San Jose Sharks,60.76666667,65,45,5,4,1,2425
3208,1604,Detroit Red Wings,60.76666667,45,65,4,5,0,2425
3209,1605,Ottawa Senators,60,59,52,2,5,1,2425
3210,1605,Edmonton Oilers,60,52,59,5,2,0,2425
3211,1606,Pittsburgh Penguins,63.96666667,38,85,2,3,1,2425
3212,1606,Tampa Bay Lightning,63.96666667,85,38,3,2,0,2425
3213,1607,St Louis Blues,60,63,61,2,4,1,2425
3214,1607,Minnesota Wild,60,61,63,4,2,0,2425
3215,1608,Winnipeg Jets,60,66,59,6,3,1,2425
3216,1608,Florida Panthers,60,59,66,3,6,0,2425
3217,1609,Chicago Blackhawks,60,42,57,2,3,1,2425
3218,1609,Anaheim Ducks,60,57,42,3,2,0,2425
3219,1610,Calgary Flames,65,70,51,1,1,1,2425
3220,1610,New York Islanders,65,51,70,1,1,0,2425
3221,1611,Vancouver Canucks,60,46,57,3,4,1,2425
3222,1611,New York Rangers,60,57,46,4,3,0,2425
3223,1612,Toronto Maple Leafs,60,57,71,3,0,1,2425
3224,1612,Vegas Golden Knights,60,71,57,0,3,0,2425
3225,1613,Philadelphia Flyers,60,38,83,1,4,1,2425
3226,1613,Carolina Hurricanes,60,83,38,4,1,0,2425
3227,1614,Dallas Stars,60,65,52,5,2,1,2425
3228,1614,San Jose Sharks,60,52,65,2,5,0,2425
3229,1615,Seattle Kraken,60,61,80,3,0,1,2425
3230,1615,Nashville Predators,60,80,61,0,3,0,2425
3231,1616,Los Angeles Kings,60,67,52,0,1,1,2425
3232,1616,Buffalo Sabres,60,52,67,1,0,0,2425
3233,1617,Boston Bruins,60,64,60,1,0,1,2425
3234,1617,Utah Hockey Club,60,60,64,0,1,0,2425
3235,1618,Ottawa Senators,60,76,55,2,3,1,2425
3236,1618,Vegas Golden Knights,60,55,76,3,2,0,2425
